"","powder","media","plating","test","mean_count","mean_spread_percent","mean_count_wNA","SPR","SPRs","temp_media","mean_count2","log_mean_count","log_mean_count_wNA","mean_spread_percent_wNA","SPRs_wNA","SPR_wNA"
"422","I","TSAwS","Pour","SP.MSC",140,0,140,"no","none","Pour",140,2.14612803567824,2.14612803567824,0,"none","no"
"423","I","TSAwS","Pour","SP.TSC",30000,0,30000,"no","none","Pour",30000,4.47712125471966,4.47712125471966,0,"none","no"
"424","I","TSAwS","Pour","STSE",40,0,40,"no","none","Pour",40,1.60205999132796,1.60205999132796,0,"none","no"
"425","I","TSAwS","Spread","HHR.TSC",80,0,80,"no","none","Spread",80,1.90308998699194,1.90308998699194,0,"none","no"
"426","I","TSAwS","Spread","SP.MSC",180,15,180,"no","no","Spread",180,2.25527250510331,2.25527250510331,15,"no","no"
"427","I","TSAwS","Spread","SP.TSC",2580,30,2580,"yes","yes","Spread",2580,3.41161970596323,3.41161970596323,30,"yes","yes"
"428","I","TSAwS","Spread","STSE",0,0,0,"no","none","Spread",10,1,1,0,"none","no"
"429","I","TSAwS","SpreadwOverlay","HHR.TSC",820,0,820,"no","none","SpreadwOverlay",820,2.91381385238372,2.91381385238372,0,"none","no"
"430","I","TSAwS","SpreadwOverlay","SP.MSC",140,5,140,"no","no","SpreadwOverlay",140,2.14612803567824,2.14612803567824,5,"no","no"
"431","I","TSAwS","SpreadwOverlay","SP.TSC",18280,0,18280,"no","none","SpreadwOverlay",18280,4.26197619139781,4.26197619139781,0,"none","no"
"432","I","TSAwS","SpreadwOverlay","STSE",20,0,20,"no","none","SpreadwOverlay",20,1.30102999566398,1.30102999566398,0,"none","no"
"433","J","BHI","Pour","HHR.TSC",2610,0,2610,"no","none","Pour",2610,3.41664050733828,3.41664050733828,0,"none","no"
"434","J","BHI","Pour","SP.MSC",60,0,60,"no","none","Pour",60,1.77815125038364,1.77815125038364,0,"none","no"
"435","J","BHI","Pour","SP.TSC",3950,5,3950,"no","no","Pour",3950,3.59659709562646,3.59659709562646,5,"no","no"
"436","J","BHI","Pour","STSE",980,0,980,"no","none","Pour",980,2.99122607569249,2.99122607569249,0,"none","no"
"437","J","BHI","Spread","HHR.TSC",80,0,80,"no","none","Spread",80,1.90308998699194,1.90308998699194,0,"none","no"
"438","J","BHI","Spread","SP.MSC",120,0,120,"no","none","Spread",120,2.07918124604762,2.07918124604762,0,"none","no"
"439","J","BHI","Spread","SP.TSC",1320,15,1320,"no","no","Spread",1320,3.12057393120585,3.12057393120585,15,"no","no"
"440","J","BHI","Spread","STSE",0,0,0,"no","none","Spread",10,1,1,0,"none","no"
"441","J","BHI","SpreadwOverlay","HHR.TSC",20,0,20,"no","none","SpreadwOverlay",20,1.30102999566398,1.30102999566398,0,"none","no"
"442","J","BHI","SpreadwOverlay","SP.MSC",60,0,60,"no","none","SpreadwOverlay",60,1.77815125038364,1.77815125038364,0,"none","no"
"443","J","BHI","SpreadwOverlay","SP.TSC",840,0,840,"no","none","SpreadwOverlay",840,2.92427928606188,2.92427928606188,0,"none","no"
"444","J","BHI","SpreadwOverlay","STSE",20,0,20,"no","none","SpreadwOverlay",20,1.30102999566398,1.30102999566398,0,"none","no"
"445","J","PCMA","Pour","HHR.TSC",3450,0,3450,"no","none","Pour",3450,3.53781909507327,3.53781909507327,0,"none","no"
"446","J","PCMA","Pour","SP.MSC",40,0,40,"no","none","Pour",40,1.60205999132796,1.60205999132796,0,"none","no"
"447","J","PCMA","Pour","SP.TSC",3460,15,3460,"no","no","Pour",3460,3.53907609879278,3.53907609879278,15,"no","no"
"448","J","PCMA","Pour","STSE",1090,0,1090,"no","none","Pour",1090,3.03742649794062,3.03742649794062,0,"none","no"
"449","J","PCMA","Spread","HHR.TSC",1500,0,1500,"no","none","Spread",1500,3.17609125905568,3.17609125905568,0,"none","no"
"450","J","PCMA","Spread","SP.MSC",40,0,40,"no","none","Spread",40,1.60205999132796,1.60205999132796,0,"none","no"
"451","J","PCMA","Spread","SP.TSC",1740,37.5,1740,"yes","yes","Spread",1740,3.2405492482826,3.2405492482826,37.5,"yes","yes"
"452","J","PCMA","Spread","STSE",600,0,600,"no","none","Spread",600,2.77815125038364,2.77815125038364,0,"none","no"
"453","J","PCMA","SpreadwOverlay","HHR.TSC",1000,0,1000,"no","none","SpreadwOverlay",1000,3,3,0,"none","no"
"454","J","PCMA","SpreadwOverlay","SP.MSC",120,0,120,"no","none","SpreadwOverlay",120,2.07918124604762,2.07918124604762,0,"none","no"
"455","J","PCMA","SpreadwOverlay","SP.TSC",2920,0,2920,"no","none","SpreadwOverlay",2920,3.46538285144842,3.46538285144842,0,"none","no"
"456","J","PCMA","SpreadwOverlay","STSE",720,0,720,"no","none","SpreadwOverlay",720,2.85733249643127,2.85733249643127,0,"none","no"
"457","J","SMA","Pour","HHR.TSC",2530,0,2530,"no","none","Pour",2530,3.40312052117582,3.40312052117582,0,"none","no"
"458","J","SMA","Pour","SP.MSC",70,7.5,70,"no","no","Pour",70,1.84509804001426,1.84509804001426,7.5,"no","no"
"459","J","SMA","Pour","SP.TSC",260,90,260,"yes","yes","Pour",260,2.41497334797082,2.41497334797082,90,"yes","yes"
"460","J","SMA","Pour","STSE",860,0,860,"no","none","Pour",860,2.93449845124357,2.93449845124357,0,"none","no"
"461","J","SMA","Spread","HHR.TSC",880,0,880,"no","none","Spread",880,2.94448267215017,2.94448267215017,0,"none","no"
"462","J","SMA","Spread","SP.MSC",60,50,60,"yes","yes","Spread",60,1.77815125038364,1.77815125038364,50,"yes","yes"
"463","J","SMA","Spread","SP.TSC",2920,0,2920,"no","none","Spread",2920,3.46538285144842,3.46538285144842,0,"none","no"
"464","J","SMA","Spread","STSE",360,0,360,"no","none","Spread",360,2.55630250076729,2.55630250076729,0,"none","no"
"465","J","SMA","SpreadwOverlay","HHR.TSC",1560,0,1560,"no","none","SpreadwOverlay",1560,3.19312459835446,3.19312459835446,0,"none","no"
"466","J","SMA","SpreadwOverlay","SP.MSC",0,0,0,"no","none","SpreadwOverlay",10,1,1,0,"none","no"
"467","J","SMA","SpreadwOverlay","SP.TSC",2460,12.5,2460,"no","no","SpreadwOverlay",2460,3.39093510710338,3.39093510710338,12.5,"no","no"
"468","J","SMA","SpreadwOverlay","STSE",660,0,660,"no","none","SpreadwOverlay",660,2.81954393554187,2.81954393554187,0,"none","no"
"469","J","TSAwS","Pour","HHR.TSC",1220,0,1220,"no","none","Pour",1220,3.08635983067475,3.08635983067475,0,"none","no"
"470","J","TSAwS","Pour","SP.MSC",90,0,90,"no","none","Pour",90,1.95424250943932,1.95424250943932,0,"none","no"
"471","J","TSAwS","Pour","SP.TSC",3440,0,3440,"no","none","Pour",3440,3.53655844257153,3.53655844257153,0,"none","no"
"472","J","TSAwS","Pour","STSE",360,0,360,"no","none","Pour",360,2.55630250076729,2.55630250076729,0,"none","no"
"473","J","TSAwS","Spread","HHR.TSC",280,0,280,"no","none","Spread",280,2.44715803134222,2.44715803134222,0,"none","no"
"474","J","TSAwS","Spread","SP.MSC",80,5,80,"no","no","Spread",80,1.90308998699194,1.90308998699194,5,"no","no"
"475","J","TSAwS","Spread","SP.TSC",120,47.5,120,"yes","yes","Spread",120,2.07918124604762,2.07918124604762,47.5,"yes","yes"
"476","J","TSAwS","Spread","STSE",0,0,0,"no","none","Spread",10,1,1,0,"none","no"
"477","J","TSAwS","SpreadwOverlay","HHR.TSC",760,0,760,"no","none","SpreadwOverlay",760,2.88081359228079,2.88081359228079,0,"none","no"
"478","J","TSAwS","SpreadwOverlay","SP.MSC",60,0,60,"no","none","SpreadwOverlay",60,1.77815125038364,1.77815125038364,0,"none","no"
"479","J","TSAwS","SpreadwOverlay","SP.TSC",140,10,140,"no","no","SpreadwOverlay",140,2.14612803567824,2.14612803567824,10,"no","no"
"480","J","TSAwS","SpreadwOverlay","STSE",200,0,200,"no","none","SpreadwOverlay",200,2.30102999566398,2.30102999566398,0,"none","no"
